序号,区市县,街道,采样点名称,采样点地址,开放时间,联系电话
391,甘井子区,中华路街道,兴富社区核酸采样点,大连市甘井子区兴华路59号社区门前,周三、周六8：00-11：00、13：30-18：00,86582671
392,甘井子区,中华路街道,名贵山庄社区核酸采样点,大连市甘井子区网球场（华贵园东门）,周三、周六8：00-11：00、13：30-18：00,86513976
393,甘井子区,中华路街道,永安社区核酸采样点,大连市甘井子区七绣路27号北永安社区门前,周三、周六8：00-11：00、13：30-18：00,62625502
394,甘井子区,中华路街道,新园社区核酸采样点,大连市甘井子区沿海鉴筑红色物业门前大连市甘井子区,周三、周六8：00-11：00、13：30-18：00,62625536
395,甘井子区,中华路街道,锦园社区核酸采样点,大连市甘井子区锦园社区东侧物业车库,周三、周六8：00-11：00、13：30-18：00,86536112
396,甘井子区,中华路街道,永新社区核酸采样点,大连市甘井子区山东路238号楼小广场,周三、周六8：00-11：00、13：30-18：00,62625508
397,甘井子区,中华路街道,兴利社区核酸采样点,大连市甘井子区山东路怡华园5号楼,周三、周六8：00-11：00、13：30-18：00,86898442
398,甘井子区,中华路街道,永明社区核酸采样点,大连市甘井子区七绣路北27号永明社区门口,周三、周六8：00-11：00、13：30-18：00,85965192
399,甘井子区,中华路街道,加州洋房社区核酸采样点,大连市甘井子区汇德街桑尼小镇28号楼消防门外,周三、周六8：00-11：00、13：30-18：00,62625515
400,甘井子区,中华路街道,动力院景社区核酸采样点,大连市甘井子区汇善南园14-2动力院景社区门前,周三、周六8：00-11：00、13：30-18：00,39727223
401,甘井子区,中华路街道,天发社区核酸采样点,大连市甘井子区山东路151号楼,周三、周六8：00-11：00、13：30-18：00,86522382
402,甘井子区,中华路街道,华国社区核酸采样点,大连市甘井子区水彩巷5-1号,周三、周六8：00-11：00、13：30-18：00,86568262
403,甘井子区,中华路街道,六祥社区核酸采样点,大连市甘井子区六一路13号六祥社区楼外,周三、周六8：00-11：00、13：30-18：00,62625509
404,甘井子区,中华路街道,兴民社区核酸采样点,大连市甘井子区秀水路9号兴民社区门口,周三、周六8：00-11：00、13：30-18：00,86582797
405,甘井子区,中华路街道,兴强社区核酸采样点,大连市甘井子区兴华路8号立元商店旁,周三、周六8：00-11：00、13：30-18：00,86591482
406,甘井子区,中华路街道,秀水社区核酸采样点,大连市甘井子区万科八栋墅14号公建,周三、周六8：00-11：00、13：30-18：00,86869471
407,甘井子区,中华路街道,永盛社区核酸采样点,大连市甘井子区天洋路108南华小学旁,周三、周六8：00-11：00、13：30-18：00,62625513
408,甘井子区,中华路街道,北府花园社区核酸采样点,大连市甘井子区红星美凯龙小区北门外,周三、周六8：00-11：00、13：30-18：00,86534151
409,甘井子区,中华路街道,华兴社区核酸采样点,大连市甘井子区静芸街17号 华兴社区,周三、周六8：00-11：00、13：30-18：00,86568362
410,甘井子区,中华路街道,校园社区核酸采样点,大连市甘井子区汇利街45-2号,周三、周六8：00-11：00、13：30-18：00,62278393
411,甘井子区,中华路街道,润洋社区石材厂核酸采样点,大连市甘井子区山东路北侧尽头蓝色围挡内,周三、周六8：00-11：00、13：30-18：00,15941129678
412,旅顺口区,双岛湾街道,张家村采样点,大连市旅顺口区滨海公路与双盛路交叉路口东北侧、街道文化站,周三、周六（以村通知为准）,86240153
413,旅顺口区,双岛湾街道,台山西村采样点,大连市旅顺口区双樱路8号台山西村委会,周三、周六（以村通知为准）,86240227
414,旅顺口区,双岛湾街道,胡家村采样点,大连市旅顺口区双安路258号胡家村委会,周三、周六（以村通知为准）,86247232
415,旅顺口区,双岛湾街道,曲家村采样点,大连市旅顺口区双岛湾路109号曲家村委会,周三、周六（以村通知为准）,86247903
416,旅顺口区,双岛湾街道,艾子口村采样点,大连市旅顺口区双港路495号艾子口村委会,周三、周六（以村通知为准）,86244217
417,旅顺口区,双岛湾街道,山头村采样点,大连市旅顺口区双岛湾路843号山头村委会,周三、周六（以村通知为准）,86249188
418,旅顺口区,双岛湾街道,大甸子村采样点,大连市旅顺口区双岛湾路1001号大甸子村委会,周三、周六（以村通知为准）,86249119
419,旅顺口区,登峰街道,启新街北巷休闲广场,大连市旅顺口区启新休闲小广场,周三、周六8：00-11：00 、13：00-16：00,86375362
420,旅顺口区,登峰街道,综合文化活动中心,大连市旅顺口区五一路浪琴湾南侧,周三、周六8：00-11：00 、13：00-16：00,86369656
421,旅顺口区,登峰街道,五四街活动室,大连市旅顺口区荣华街与五四街交叉路口西侧,周三、周六8：00-11：00 、13：00-16：00,86381514
422,旅顺口区,登峰街道,革新街C区,大连市旅顺口区革新街5路公交车站,周三、周六8：00-11：00 、13：00-16：00,86388295
423,旅顺口区,登峰街道,向阳家园小广场,大连市旅顺口区向阳街向阳家园,周三、周六8：00-11：00 、13：00-16：00,86181100
424,旅顺口区,登峰街道,和顺小广场,大连市旅顺口区登峰小学东南侧约290米,周三、周六8：00-11：00 、13：00-16：00,86387008
425,旅顺口区,登峰街道,向阳街8号（大狱停车场对面）,大连市旅顺口区向阳街8号,周三、周六8：00-11：00 、13：00-16：00,86230220
426,旅顺口区,得胜街道,神农大酒店,大连市旅顺口区九三路万忠墓斜对面,周三、周六8：00-11：00、13：00-16：00        ,62685691
427,旅顺口区,得胜街道,友谊公园西侧,大连市旅顺口区友谊公园西侧,周三、周六8：00-11：00、13：00-16：00        ,62685161
428,旅顺口区,得胜街道,七一空间,大连市旅顺口区大华社区院内,周三、周六8：00-11：00、13：00-16：00        ,62685138
429,旅顺口区,得胜街道,黄金社区活动室,大连市旅顺口区黄金社区服务中心对面,周三、周六8：00-11：00、13：00-16：00        ,62685843
430,旅顺口区,得胜街道,迎春社区办公室,大连市旅顺口区迎春街118号迎春社区院内,周三、周六8：00-11：00、13：00-16：00        ,86366467
431,旅顺口区,得胜街道,长兴社区办公室,大连市旅顺口区长兴社区服务中心院内,周三、周六8：00-11：00、13：00-16：00        ,86618107
432,旅顺口区,得胜街道,老白云高中,大连市旅顺口区老白云高中院内,周三、周六8：00-11：00、13：00-16：00        ,86610097
433,旅顺口区,水师营街道,东北街壹号,大连市旅顺口区东北街壹号社区用房,周三、周六8：00-11：00、13：00-16：00        ,39366099
434,旅顺口区,水师营街道,新加坡花园,大连市旅顺口区小南村委会门前,周三、周六8：00-11：00、13：00-16：00        ,86233501
435,旅顺口区,水师营街道,亿达篮球场,大连市旅顺口区亿达篮球场,周三、周六8：00-11：00、13：00-16：00        ,86358556
436,旅顺口区,水师营街道,华润学府苑,大连市旅顺口区华润学府苑,周三、周六13：00-18：00,86358556
437,旅顺口区,水师营街道,三八里村党建广场,大连市旅顺口区三八里新区活动室,周三、周六8：00-11：00 ,86350030
438,旅顺口区,水师营街道,西沟三组-俊楠机电厂,大连市旅顺口区西沟三组-俊楠机电厂,周三、周六8：00-11：00   ,86352826
439,旅顺口区,水师营街道,寺沟村老村委会,大连市旅顺口区寺沟文化站,周三、周六13：00-16：00,86351022
440,旅顺口区,水师营街道,火石岭村委会,大连市旅顺口区火石岭村委会,周三、周六13：00-16：00,86235926
441,旅顺口区,水师营街道,大王村卫生室,大连市旅顺口区大王村卫生室,周三、周六13：00-16：00,86358111
442,旅顺口区,水师营街道,前夹山村活动室,大连市旅顺口区前夹山村老年活动室,周三、周六8：00-11：00,86358052
443,旅顺口区,江西街道,海花社区,大连市旅顺口区华通三期樱花大道2,周三、周六8：00-11：00、13：00-16：00        ,86183968
444,旅顺口区,江西街道,海霞社区,大连市旅顺口区海韵天下2,周三、周六8：00-11：00、13：00-16：00        ,86183988
445,旅顺口区,江西街道,海辉社区,大连市旅顺口区科技学院操场南侧2,周三、周六8：00-11：00、13：00-16：00        ,86183988
446,旅顺口区,江西街道,顺乐社区,大连市旅顺口区香海连天售楼处2,周三、周六8：00-11：00、13：00-16：00        ,86185276
447,旅顺口区,江西街道,华洋社区,大连市旅顺口区华洋社区门前华洋东路25号2,周三、周六8：00-11：00、13：00-16：00        ,86183529
448,旅顺口区,江西街道,清苑社区,大连市旅顺口区清苑社区门前春江路145号-2,周三、周六8：00-11：00、13：00-18：00        ,86220861
449,旅顺口区,江西街道,滨港社区,大连市旅顺口区顺达路2号1,周三、周六8：00-11：00、13：00-15：00        ,39355768
450,旅顺口区,江西街道,方家村,大连市旅顺口区顺乐街151号,周三、周六8：00-11：00、13：00-16：00        ,86229210
451,旅顺口区,江西街道,高家村,大连市旅顺口区大东回迁楼二期小广场,周三、周六8：00-11：00、13：00-16：00        ,86227315
452,旅顺口区,江西街道,三洋村,大连市旅顺口区海府人家东广场,周三、周六8：00-11：00、13：00-16：00        ,86207024
453,旅顺口区,江西街道,羊头洼村,大连市旅顺口区羊头洼13号楼前广场,周三、周六8：00-11：00、13：00-16：00        ,86254026
454,旅顺口区,江西街道,后三羊头村,大连市旅顺口区后三羊小广场,周三、周六8：00-11：00、13：00-16：00        ,39368231
455,旅顺口区,江西街道,大潘家村、太平沟村,大连市旅顺口区大潘家村委会楼前、太平沟村,周三、周六8：00-11：00、13：00-16：00        ,86220201
456,旅顺口区,江西街道,江西村、董家村,大连市旅顺口区江西村小广场、董家村村委会,周三、周六8：00-11：00、13：00-16：00        ,86220526
457,旅顺口区,江西街道,隋家村、大口井村,大连市旅顺口区隋家村小广场、大口井村村委会,周三、周六8：00-11：00、13：00-16：00        ,86220259
458,旅顺口区,江西街道,小潘家村,大连市旅顺口区小潘家村委会办公楼院内,周三、周六8：00-11：00    ,86222887
459,旅顺口区,三涧堡街道,东泥河小学,大连市旅顺口区东泥河小学,周三、周六 7：30-11：00,86266064
460,旅顺口区,三涧堡街道,石灰窑小学,大连市旅顺口区石灰窑小学,周三、周六 7：30-11：00,86268043
461,旅顺口区,三涧堡街道,李家沟村委会,大连市旅顺口区李家沟村委会,周三、周六 7：30-11：00,86251523
462,旅顺口区,三涧堡街道,下坎子村委会,大连市旅顺口区下坎子村委会,周三、周六 7：30-11：00,86260416
463,旅顺口区,三涧堡街道,曹家村委会,大连市旅顺口区曹家村委会,周三、周六 7：30-11：00,86260025
464,旅顺口区,三涧堡街道,北海村委会,大连市旅顺口区北海村委会,周三、周六 7：30-9：30,86259851
465,旅顺口区,三涧堡街道,袁家沟村委会,大连市旅顺口区袁家沟村委会,周三、周六 10：00-11：00,86259001
466,旅顺口区,三涧堡街道,沙包村委会,大连市旅顺口区沙包村委会,周三、周六 7：30-11：00,86257505
467,旅顺口区,三涧堡街道,洪家村委会,大连市旅顺口区洪家村委会,周三、周六 7：30-11：00,86267051
468,旅顺口区,三涧堡街道,许家窑村委会,大连市旅顺口区许家窑村委会,周三、周六 7：30-11：00,86269299
469,旅顺口区,三涧堡街道,街道办事处退役军人服务站,大连市旅顺口区街道办事处退役军人服务站,周三、周六 7：30-11：00,86261598
470,旅顺口区,三涧堡街道,小黑石村委会,大连市旅顺口区小黑石村委会,周三、周六 7：30-11：00,86268062
471,旅顺口区,铁山街道,铁山街道大刘家村采样点,大连市旅顺口区铁山街道大刘家村大桥食杂店,周三、周六8：00-11：00、13：00-15：00,86210122
472,旅顺口区,铁山街道,铁山街道韭菜房村采样点,大连市旅顺口区铁山街道韭菜房村委会,周三、周六8：00-11：00,86212789
473,旅顺口区,铁山街道,铁山街道金家村采样点,大连市旅顺口区铁山街道金山海景幸福家园,周三、周六13：00-15：00,86210027
474,旅顺口区,铁山街道,铁山街道凤河社区采样点1,大连市旅顺口区铁山街道中铁琥珀湾商业街,周三、周六8：00-11：00、13：00-15：00,62278771
475,旅顺口区,铁山街道,铁山街道牧羊城村采样点,大连市旅顺口区铁山街道牧羊城村委会,周三、周六8：00-11：00、13：00-15：00,86218696
476,旅顺口区,铁山街道,铁山街道郭家村采样点,大连市旅顺口区铁山街道郭家村委会,周三、周六13：00-15：00,86218157
477,旅顺口区,铁山街道,铁山街道陈家村采样点,大连市旅顺口区铁山街道陈家村委会,周三、周六8：00-9：30,62679866
478,旅顺口区,铁山街道,铁山街道对庄沟村采样点,大连市旅顺口区铁山街道对庄沟村委会,周三、周六13：00-15：00,86210009
479,旅顺口区,铁山街道,铁山街道王家村采样点,大连市旅顺口区铁山街道王家村委会,周三、周六8：00-11：00、13：00-15：00,86210192
480,旅顺口区,铁山街道,铁山街道张家沟村采样点,大连市旅顺口区铁山街道张家沟村委会,周三、周六13：00-15：00,86204036
481,旅顺口区,铁山街道,铁山街道柏岚子村采样点1,大连市旅顺口区铁山街道柏岚子村委会,周三、周六8：00-11：00、13：00-15：00,86216639
482,旅顺口区,铁山街道,铁山街道中牙户咀村采样点1,大连市旅顺口区铁山街道中牙户咀村委会,周三、周六8：00-11：00、13：00-15：00,86210101
483,旅顺口区,铁山街道,铁山街道南牙户咀村采样点1,大连市旅顺口区铁山街道铁山家园,周三、周六8：00-11：00、13：00-15：00,39365719
484,旅顺口区,铁山街道,铁山街道北牙户咀村采样点,大连市旅顺口区铁山街道北牙户咀村委会,周三、周六8：00-11：00、13：00-15：00,86212989
485,旅顺口区,铁山街道,铁山街道杨树沟村采样点,大连市旅顺口区铁山街道杨树沟村委会,周三、周六8：00-11：00,86217028
486,旅顺口区,长城街道,长岭子村采样点,大连市旅顺口区豪乐商城大市场,周三、周六8：00-11：00,13795198089
487,旅顺口区,长城街道,黄家村采样点,大连市旅顺口区黄家村中心幼儿园对面,周三、周六8：00-11：00,13998626660
488,旅顺口区,长城街道,长城街道赵家村采样点,大连市旅顺口区花溪园公建内,周三、周六8：00-11：00,17604111581
489,旅顺口区,长城街道,李家村采样点,大连市旅顺口区李家村村委会,周三、周六8：00-11：00,13998411752
490,旅顺口区,长城街道,周家村采样点,大连市旅顺口区周家村老村委会对面,周三、周六8：00-11：00,13009452059
491,旅顺口区,长城街道,大房身采样点,大连市旅顺口区大房身村委会,周三、周六8：00-11：00,15330826903
492,旅顺口区,长城街道,曹家地村采样点,大连市旅顺口区曹家地村委会,周三、周六8：00-11：00,15524632766
493,旅顺口区,长城街道,刘钟村采样点,大连市旅顺口区刘钟村村委会,周三、周六8：00-11：00,15942886268
494,旅顺口区,长城街道,老刘家村采样点,大连市旅顺口区老刘家村委会,周三、周六8：00-11：00,13504267690
495,旅顺口区,龙头街道,盐厂新村村委会采样点,大连市旅顺口区旅顺南路海鲜街275号,周三、周六8：00-11：00,86293663
496,旅顺口区,龙头街道,蓝湾小区采样点,大连市旅顺口区旅顺南路西段700号(近塔河湾浴场),周三、周六8：00-11：00,86186613
497,旅顺口区,龙头街道,龙头村委会采样点,大连市旅顺口区河东街与学成路交叉口往西南约100米,周三、周六8：00-11：00,86281188
498,旅顺口区,龙头街道,东北山村委会采样点,大连市旅顺口区畅达路东200米,周三、周六8：00-11：00,86280088
499,旅顺口区,龙头街道,姜家村委会采样点,大连市旅顺口区龙头街道马北线龙头站西南800米,周三、周六8：00-11：00,86288118
500,旅顺口区,龙头街道,王家村委会采样点,大连市旅顺口区临源路与学城路交叉路口往东北约280米,周三、周六8：00-11：00,86186692
501,旅顺口区,龙头街道,大八里村委会采样点,大连市旅顺口区龙头街道大八里村59号,周三、周六8：00-11：00,86288012
502,旅顺口区,龙头街道,郭家沟村委会采样点,大连市旅顺口区旅顺南路郭家沟村警务站附近,周三、周六8：00-11：00,86290271
503,普兰店区,安波街道,安波医院采样点,大连市普兰店区安波街道安波社区安波医院附近,周三、周六8：00-11：00、14：00-18：00,13609867114
504,普兰店区,安波街道,俭汤社区采样点,大连市普兰店区安波街道俭汤社区院内,周三、周六8：00-11：00,13190188199
505,普兰店区,城子坦街道,春满社区采样点,大连市普兰店区城子坦街道春满社区委员会（春满街4号）,周三、周六8：00-11：00、14：00-18：00,13130411666
506,普兰店区,城子坦街道,大卢社区采样点,大连市普兰店区城子坦街道大卢社区委员会,周三、周六8：00-11：00,15142424002
507,普兰店区,大刘家街道,洼子店社区采样点,大连市普兰店区大刘家街道卫生院门前,周三、周六8：00-11：00；14：00-18：00,13940978829
508,普兰店区,大刘家街道,小山村委会采样点,大连市普兰店区大刘家街道小山村村民委员会,周三、周六8：00-11：00,83467060
509,普兰店区,大谭街道,大谭社区采样点,大连市普兰店区大谭街道文化站,周三、周六8：00-11：00,13236917775
510,普兰店区,大谭街道,大谭街道卫生院采样点,大连市普兰店区大谭街道大谭社区谭上屯,周三、周六8：00-11：00、14：00-18：00,13236917775
511,普兰店区,丰荣街道,古城社区采样点,大连市普兰店区丰荣街道古城社区居民委员会,周三、周六8：00-11：00、14：00-18：00,83112264
512,普兰店区,丰荣街道,鑫荣社区采样点,大连市普兰店区丰荣街道鑫荣社区平安街148号（老社区）,周三、周六8：00-11：00,83112971
513,普兰店区,丰荣街道,金厂村采样点,大连市普兰店区丰荣街道金厂村委会,周三、周六8：00-11：00,83297733
514,普兰店区,丰荣街道,普东社区采样点,大连市普兰店区丰荣街道普东社区伴山润城彤彤超市,周三、周六8：00-11：00,83161239
515,普兰店区,丰荣街道,和平社区采样点,大连市普兰店区丰荣街道和平社区居委会后身,周三、周六8：00-11：00,83123025
516,普兰店区,丰荣街道,鞍子山社区采样点,大连市普兰店区丰荣街道鞍子山社区刘山嘴居民组公交车站,周三、周六8：00-11：00,83494140
517,普兰店区,丰荣街道,鑫和社区采样点,大连市普兰店区丰荣街道鑫和社区佛缘阁（久寿街店）,周三、周六8：00-11：00,83175993
518,普兰店区,丰荣街道,新城社区党员活动室采样点,大连市普兰店区丰荣街道新城社区文化路121号,周三、周六8：00-11：00,83127695
519,普兰店区,丰荣街道,杏花村采样点,大连市普兰店区丰荣街道杏花村委会前,周三、周六8：00-11：00,83292534
520,普兰店区,丰荣街道,北台村采样点,大连市普兰店区丰荣街道北台村委会前,周三、周六8：00-11：00,83295005
521,普兰店区,丰荣街道,东和社区采样点,大连市普兰店区丰荣街道东和社区泰山小区6号楼南侧,周三、周六8：00-11：00,83175438
522,普兰店区,丰荣街道,台山社区采样点,大连市普兰店区丰荣街道台山社区居民委员会,周三、周六8：00-11：00,62375177
523,普兰店区,丰荣街道,马沟村采样点,大连市普兰店区丰荣街道马沟村委会,周三、周六8：00-11：00,83298083
524,普兰店区,丰荣街道,大荒村采样点,大连市普兰店区丰荣街道大荒村村委会,周三、周六8：00-11：00,83510135
525,普兰店区,丰荣街道,长山寺村采样点,大连市普兰店区丰荣街道长山寺村委会,周三、周六8：00-11：00,83293098
526,普兰店区,丰荣街道,朝阳村采样点,大连市普兰店区丰荣街道朝阳村村委会,周三、周六8：00-11：00,83296138
527,普兰店区,丰荣街道,拉树村采样点,大连市普兰店区丰荣街道拉树村委会,周三、周六8：00-11：00,13074116665
528,普兰店区,丰荣街道,久寿社区采样点,大连市普兰店区丰荣街道久寿社区居民委员会,周三、周六8：00-11：00,83177337
529,普兰店区,丰荣街道,孛兰社区南山东路采样点,大连市普兰店区丰荣街道孛兰社区南山东路俊苑小区8号楼车库,周三、周六8：00-11：00,83112384
530,普兰店区,丰荣街道,谷泡社区采样点,大连市普兰店区丰荣街道谷泡社区居民委员会,周三、周六8：00-11：00,83291944
531,普兰店区,乐甲街道,乐甲社区居委会采样点,大连市普兰店区乐甲街道乐甲社区院内居委会,周三、周六8：00-11：00、14：00-18：00,15942809410
532,普兰店区,乐甲街道,对峰社区居委会采样点,大连市普兰店区乐甲街道对峰社区院内居委会,周三、周六8：00-11：00,13478675685
533,普兰店区,莲山街道,莲山卫生院采样点,大连市普兰店区莲山街道水门子社区莲山中心卫生院,周三、周六8：00-11：00、14：00-18：00,13804954938
534,普兰店区,莲山街道,于店社区采样点,大连市普兰店区莲山街道于店社区居委会小马屯,周三、周六8：00-11：00,18642896626
535,普兰店区,莲山街道,大房身村采样点,大连市普兰店区莲山街道大房身村委会大房身后,周三、周六8：00-11：00,13555998600
536,普兰店区,皮口街道,皮口卫生院采样点,大连市普兰店区皮口卫生院,周三、周六8：00-11：00、14：00-18：00,15941136397
537,普兰店区,皮口街道,新海社区普临篮球场采样点,大连市普兰店区皮口街道新海社区篮球馆附近,周三、周六8：00-11：00,15941136397
538,普兰店区,皮口街道,城关社区城南小区媛福达超市采样点,大连市普兰店区皮口街道城关社区城南小区媛福达超市,周三、周六8：00-11：00,13504110833
539,普兰店区,皮口街道,建设社区客运站草市采样点,大连市普兰店区皮口街道建设社区草市街东升商店附近,周三、周六8：00-11：00,15842445200
540,普兰店区,皮口街道,夹心社区居委会采样点,大连市普兰店区皮口街道夹心社区居委会,周三、周六8：00-11：00,13942675538
541,普兰店区,皮口街道,三河社区居委会采样点,大连市普兰店区皮口街道三河社区居委会,周三、周六8：00-11：00,15940968189
542,普兰店区,皮口街道,赞子河社区居委会采样点,大连市普兰店区皮口街道赞子河社区居委会,周三、周六8：00-11：00,13555911242
543,普兰店区,墨盘街道,于屯采样点,大连市普兰店区墨盘街道于屯社区,周三、周六8：00-11：00,13478794433
544,普兰店区,墨盘街道,墨盘街道卫生院前广场采样点,大连市普兰店区墨盘街道王山头社区小雪摩托车行前广场,周三、周六8：00-11：00、14：00-18：00,13795142069
545,普兰店区,沙包街道,沙包街道沙包卫生院后院采样点,大连市普兰店区沙包街道卫生院北侧50米,周三、周六 8：00-11：00 、 14：00-18：00,13840870121
546,普兰店区,沙包街道,沙包街道奎兴社区委员会采样点,大连市普兰店区沙包街道奎兴社区于东屯,周三、周六8：00-11：00 ,13840870121
547,普兰店区,双塔街道,双塔社区文化站采样点,大连市普兰店区双塔街道双塔社区,周三、周六8：00-11：00、14：00-18：00,13898426566
548,普兰店区,双塔街道,福全社区原福全小区采样点,大连市普兰店区双塔街道福全社区,周三、周六8：00-11：00,13898426566
549,普兰店区,四平街道,四平社区农贸市场采样点,大连市普兰店区四平街道农贸市场院内帐篷,周三、周六8：00-11：00,83231199
550,普兰店区,四平街道,顾家社区顾家村委会采样点,大连市普兰店区四平街道顾家村委会,周三、周六8：00-11：00,15524553329
551,普兰店区,太平街道,粉皮墙社区戴屯食品厂采样点,大连市普兰店区太平街道粉皮墙社区东一百米,周三、周六8：00-11：00,13942675918
552,普兰店区,太平街道,长店堡社区长店堡广场采样点,大连市普兰店区太平街道长店堡社区和士新能综合商场西侧长店堡广场,周三、周六8：00-11：00,13504957995
553,普兰店区,太平街道,南荒社区采样点,大连市普兰店区太平街道南荒社区三组小广场,周三、周六8：00-11：00,15840642490
554,普兰店区,太平街道,唐房社区文化站采样点,大连市普兰店区太平街道唐房社区加油站附近,周三、周六8：00-11：00,13609858167
555,普兰店区,太平街道,海新社区海湾新城5期6期小区采样点,大连市普兰店区太平街道海湾新城6期118公建门口,周三、周六8：00-11：00,18525466930
556,普兰店区,太平街道,龙山社区森林公园采样点,大连市普兰店区太平街道森林公园门前,周三、周六8：00-11：00,18004085808
557,普兰店区,太平街道,坨山社朗庭园采样点,大连市普兰店区太平街道坨山社区朗庭园后面公建21-5,周三、周六8：00-11：00,13224203111
558,普兰店区,太平街道,柳家社区四组小广场采样点,大连市普兰店区太平街道太平沟4-168号,周三、周六8：00-11：00,13079846181
559,普兰店区,太平街道,庙山社区社区大厅采样点,大连市普兰店区太平街道金和线庙山社区104路公交站,周三、周六8：00-11：00,18640818567
560,普兰店区,太平街道,矿洞社区区办公楼广场采样点,大连市普兰店区太平街道矿洞社区居民委员会办公楼,周三、周六8：00-11：00,13390506130
561,普兰店区,太平街道,虫王庙社区居民委员会采样点,大连市普兰店区太平街道虫王庙社区居民委员会,周三、周六8：00-11：00,13304085277
562,普兰店区,太平街道,姚家社区西大库采样点,大连市普兰店区太平街道姚家社区二组2-1,周三、周六8：00-11：00,13940836772
563,普兰店区,太平街道,李店社区科教中心西采样点,大连市普兰店区太平街道李店社区科教中心体育馆西侧蓝色围挡内,周三、周六8：00-11：00,83117158
564,普兰店区,太平街道,海湾社区海湾广场采样点,大连市普兰店区太平街道海湾广场,周三、周六8：00-11：00、14：00-18：00,15504114440
565,普兰店区,太平街道,南苑社区活动室采样点,大连市普兰店区太平街道南苑社区-府前路32号南苑社区活动室门口,周三、周六8：00-11：00,15842605167
566,普兰店区,唐家房街道,唐家房社区采样点,大连市普兰店区唐家房街道中心卫生院西侧,周三、周六8：00-11：00、14：00-18：00,13840806210
567,普兰店区,唐家房街道,双泉寺社区村委会采样点,大连市普兰店区唐家房街道双泉寺村委会,周三、周六8：00-11：00,13591777488
568,普兰店区,铁西街道,碧海社区采样点,大连市普兰店区铁西街道碧海社区楼后,周三、周六8：00-11：00、14：00-18：00,15904256605
569,普兰店区,铁西街道,渤海社区采样点,大连市普兰店区铁西街道渤海社区西工路181号（祥泉园后身空地）,周三、周六8：00-11：00,13604113330
570,普兰店区,铁西街道,新村社区采样点,大连市普兰店区铁西街道新村社区后院,周三、周六8：00-11：00,13478693272
571,普兰店区,铁西街道,虎山社区采样点,大连市普兰店区铁西街道虎山社区院内,周三、周六8：00-11：00,15998589390
572,普兰店区,铁西街道,农场社区采样点,大连市普兰店区铁西街道农场社区居委会院内,周三、周六8：00-11：00,13052798310
573,普兰店区,铁西街道,花儿山社区采样点,大连市普兰店区铁西街道花儿山社区院内,周三、周六8：00-11：00,13624283650
574,普兰店区,铁西街道,圈龙山社区采样点,大连市普兰店区铁西街道圈龙山社区门前,周三、周六8：00-11：00,15840647893
575,普兰店区,铁西街道,玉皇庙社区采样点,大连市普兰店区铁西街道玉皇庙社区居委会门前,周三、周六8：00-11：00,15840645655
576,普兰店区,铁西街道,快马场社区采样点,大连市普兰店区铁西街道快马厂社区门前,周三、周六8：00-11：00,13555948933
577,普兰店区,铁西街道,南王社区采样点,大连市普兰店区铁西街道南王社区王屯广场,周三、周六8：00-11：00,13840953576
578,普兰店区,铁西街道,西北山社区采样点,大连市普兰店区铁西街道西北山社区,周三、周六8：00-11：00,15942417275
579,普兰店区,铁西街道,二道岭社区采样点,大连市普兰店区铁西街道二道岭社区姜炉屯广场,周三、周六8：00-11：00,15942344158
580,普兰店区,同益街道,西韭社区采样点,大连市普兰店区同益街道西韭社区居委会,周三、周六8：00-11：00、14：00-18：00,15998555236
581,普兰店区,同益街道,同益村采样点,大连市普兰店区同益街道同益村委会,周三、周六8：00-11：00,15304038598
582,普兰店区,星台街道,张屯社区采样点,大连市普兰店区张屯社区供销社后院,周三、周六8：00-11：00、14：00-18：00,15898132175
583,普兰店区,星台街道,徐大屯社区采样点,大连市普兰店区星台街道徐大屯党建广场,周三、周六8：00-11：00,15898155545
584,普兰店区,杨树房街道,杨树房社区新星桥采样点,大连市普兰店区杨树房街道新星桥东侧,周三、周六8：00-11：00、14：00-18：00,15542653536
585,普兰店区,杨树房街道,杨树房社区滨河小区采样点,大连市普兰店区杨树房街道滨河小区广场,周三、周六8：00-11：00,15542653536
586,瓦房店市,新华街道,轴新公司大院采样点,大连市瓦房店轴新公司大院（阳春路128号),周三、周六8：00-11：00,15998652776
587,瓦房店市,新华街道,爱心养老院采样点,大连市瓦房店爱心养老院,周三、周六8：00-11：00,13591344833
588,瓦房店市,新华街道,北共济街一段70号楼东侧采样点,大连市瓦房店北共济街一段70号楼东侧,周三、周六8：00-11：00,15566896009
589,瓦房店市,新华街道,新华人家A区万众物业采样点,大连市瓦房店新华人家A区万众物业,周三、周六8：00-11：00,15998600317
590,瓦房店市,新华街道,砂轮厂厂房内采样点,大连市瓦房店砂轮厂厂房内,周三、周六8：00-11：00,15942407133
591,瓦房店市,新华街道,中华社区会议室采样点,大连市瓦房店中华社区会议室,周三、周六8：00-11：00,15504085176
592,瓦房店市,新华街道,北共济街一段157-2门点采样点,大连市瓦房店北共济街一段157-2门点，双福园建设银行南侧胡同,周三、周六8：00-11：00,13940945409
593,瓦房店市,新华街道,德华广场小别墅区采样点,大连市瓦房店德华广场小别墅区,周三、周六8：00-11：00,15242617569
594,瓦房店市,新华街道,新华社区党群服务中心采样点,大连市瓦房店富华园西门新华社区党群服务中心,周三、周六8：00-11：00,15524621510
